review_date,ticker,weight_pct,market_value,portfolio_total,cash,cash_weight_pct,num_positions
2024-07-31,AMD,3.93,39744.79,1010262.09,26.98,0.0,4
2024-07-31,AVGO,6.61,66784.64,1010262.09,26.98,0.0,4
2024-07-31,NVDA,5.96,60178.82,1010262.09,26.98,0.0,4
2024-07-31,SPY,83.5,843526.87,1010262.09,26.98,0.0,4
2024-08-07,AVGO,6.05,56638.91,935643.66,51.72,0.01,6
2024-08-07,INTC,4.3,40233.5,935643.66,51.72,0.01,6
2024-08-07,MSFT,2.55,23859.95,935643.66,51.72,0.01,6
2024-08-07,NVDA,5.44,50865.53,935643.66,51.72,0.01,6
2024-08-07,QCOM,2.44,22825.28,935643.66,51.72,0.01,6
2024-08-07,SPY,79.21,741168.77,935643.66,51.72,0.01,6
2024-08-14,AVGO,8.52,84844.77,995624.57,59.23,0.01,7
2024-08-14,CRWD,6.23,61990.2,995624.57,59.23,0.01,7
2024-08-14,GOOGL,6.7,66736.17,995624.57,59.23,0.01,7
2024-08-14,MSFT,2.51,24963.63,995624.57,59.23,0.01,7
2024-08-14,NVDA,6.1,60723.94,995624.57,59.23,0.01,7
2024-08-14,QCOM,2.45,24437.91,995624.57,59.23,0.01,7
2024-08-14,SPY,67.48,671868.73,995624.57,59.23,0.01,7
2024-08-21,AMZN,4.23,43842.75,1036385.78,38.73,0.0,8
2024-08-21,AVGO,9.99,103522.91,1036385.78,38.73,0.0,8
2024-08-21,GOOGL,6.66,69016.6,1036385.78,38.73,0.0,8
2024-08-21,MSFT,2.46,25445.38,1036385.78,38.73,0.0,8
2024-08-21,NVDA,8.42,87282.89,1036385.78,38.73,0.0,8
2024-08-21,QCOM,3.98,41255.25,1036385.78,38.73,0.0,8
2024-08-21,SPY,61.13,633527.73,1036385.78,38.73,0.0,8
2024-08-21,TSLA,3.13,32453.55,1036385.78,38.73,0.0,8
2024-08-28,AMZN,4.08,41576.49,1020122.1,69.54,0.01,9
2024-08-28,AVGO,9.68,98777.01,1020122.1,69.54,0.01,9
2024-08-28,GOOGL,6.64,67768.19,1020122.1,69.54,0.01,9
2024-08-28,MSFT,2.41,24633.07,1020122.1,69.54,0.01,9
2024-08-28,NVDA,10.1,102981.57,1020122.1,69.54,0.01,9
2024-08-28,PLTR,3.31,33729.64,1020122.1,69.54,0.01,9
2024-08-28,QCOM,5.5,56098.99,1020122.1,69.54,0.01,9
2024-08-28,SPY,55.34,564580.67,1020122.1,69.54,0.01,9
2024-08-28,TSLA,2.93,29906.92,1020122.1,69.54,0.01,9
2024-09-04,AMZN,4.25,42192.35,991701.36,4.58,0.0,11
2024-09-04,AVGO,9.7,96241.67,991701.36,4.58,0.0,11
2024-09-04,CRM,4.33,42974.13,991701.36,4.58,0.0,11
2024-09-04,GOOGL,6.56,65104.87,991701.36,4.58,0.0,11
2024-09-04,META,4.77,47284.93,991701.36,4.58,0.0,11
2024-09-04,MSFT,2.47,24531.08,991701.36,4.58,0.0,11
2024-09-04,NVDA,8.78,87076.41,991701.36,4.58,0.0,11
2024-09-04,PLTR,3.43,33985.17,991701.36,4.58,0.0,11
2024-09-04,QCOM,5.44,53970.58,991701.36,4.58,0.0,11
2024-09-04,SPY,47.03,466443.12,991701.36,4.58,0.0,11
2024-09-04,TSLA,3.22,31892.48,991701.36,4.58,0.0,11
2024-09-11,AMZN,5.93,60133.76,1014233.53,69.13,0.01,11
2024-09-11,AVGO,9.74,98833.24,1014233.53,69.13,0.01,11
2024-09-11,CRM,4.27,43302.06,1014233.53,69.13,0.01,11
2024-09-11,GOOGL,6.21,62986.97,1014233.53,69.13,0.01,11
2024-09-11,META,4.65,47201.01,1014233.53,69.13,0.01,11
2024-09-11,MSFT,4.01,40657.94,1014233.53,69.13,0.01,11
2024-09-11,NVDA,9.45,95848.87,1014233.53,69.13,0.01,11
2024-09-11,PLTR,3.82,38717.98,1014233.53,69.13,0.01,11
2024-09-11,QCOM,5.39,54653.07,1014233.53,69.13,0.01,11
2024-09-11,SPY,43.25,438669.53,1014233.53,69.13,0.01,11
2024-09-11,TSLA,3.27,33159.98,1014233.53,69.13,0.01,11
2024-09-18,AMZN,7.42,76312.94,1029013.08,68.28,0.01,11
2024-09-18,AVGO,9.81,100956.38,1029013.08,68.28,0.01,11
2024-09-18,CRM,4.26,43867.04,1029013.08,68.28,0.01,11
2024-09-18,GOOGL,6.47,66591.37,1029013.08,68.28,0.01,11
2024-09-18,META,4.83,49657.13,1029013.08,68.28,0.01,11
2024-09-18,MSFT,5.54,56963.42,1029013.08,68.28,0.01,11
2024-09-18,NVDA,9.03,92954.55,1029013.08,68.28,0.01,11
2024-09-18,PLTR,3.93,40417.79,1029013.08,68.28,0.01,11
2024-09-18,QCOM,5.37,55224.03,1029013.08,68.28,0.01,11
2024-09-18,SPY,40.13,412975.36,1029013.08,68.28,0.01,11
2024-09-18,TSLA,3.21,33024.8,1029013.08,68.28,0.01,11
2024-09-25,AMZN,7.37,78809.9,1069060.32,68.28,0.01,11
2024-09-25,AVGO,10.29,109965.62,1069060.32,68.28,0.01,11
2024-09-25,CRM,4.46,47631.1,1069060.32,68.28,0.01,11
2024-09-25,GOOGL,6.29,67291.43,1069060.32,68.28,0.01,11
2024-09-25,META,4.91,52459.6,1069060.32,68.28,0.01,11
2024-09-25,MSFT,5.34,57135.31,1069060.32,68.28,0.01,11
2024-09-25,NVDA,9.47,101268.48,1069060.32,68.28,0.01,11
2024-09-25,PLTR,3.86,41239.93,1069060.32,68.28,0.01,11
2024-09-25,QCOM,5.16,55214.19,1069060.32,68.28,0.01,11
2024-09-25,SPY,39.34,420617.17,1069060.32,68.28,0.01,11
2024-09-25,TSLA,3.49,37359.3,1069060.32,68.28,0.01,11
2024-10-02,AMZN,7.14,75629.34,1058600.25,68.28,0.01,11
2024-10-02,AVGO,10.1,106920.77,1058600.25,68.28,0.01,11
2024-10-02,CRM,4.59,48567.76,1058600.25,68.28,0.01,11
2024-10-02,GOOGL,6.53,69112.32,1058600.25,68.28,0.01,11
2024-10-02,META,4.99,52874.97,1058600.25,68.28,0.01,11
2024-10-02,MSFT,5.21,55154.6,1058600.25,68.28,0.01,11
2024-10-02,NVDA,9.21,97447.69,1058600.25,68.28,0.01,11
2024-10-02,PLTR,3.93,41650.99,1058600.25,68.28,0.01,11
2024-10-02,QCOM,5.22,55230.58,1058600.25,68.28,0.01,11
2024-10-02,SPY,39.65,419746.48,1058600.25,68.28,0.01,11
2024-10-02,TSLA,3.42,36196.46,1058600.25,68.28,0.01,11
2024-10-09,AMZN,6.93,75797.17,1092980.49,68.28,0.01,11
2024-10-09,AVGO,10.66,116500.17,1092980.49,68.28,0.01,11
2024-10-09,CRM,4.58,50034.46,1092980.49,68.28,0.01,11
2024-10-09,GOOGL,6.17,67445.57,1092980.49,68.28,0.01,11
2024-10-09,META,4.99,54508.84,1092980.49,68.28,0.01,11
2024-10-09,MSFT,5.05,55198.23,1092980.49,68.28,0.01,11
2024-10-09,NVDA,9.95,108762.59,1092980.49,68.28,0.01,11
2024-10-09,PLTR,4.38,47916.97,1092980.49,68.28,0.01,11
2024-10-09,QCOM,5.11,55854.05,1092980.49,68.28,0.01,11
2024-10-09,SPY,38.96,425856.19,1092980.49,68.28,0.01,11
2024-10-09,TSLA,3.21,35037.97,1092980.49,68.28,0.01,11
