review_date,ticker,action,thesis_conviction,action_score,conviction_bucket,prior_weight,new_weight,weight_change,price_at_decision,forward_5d_pct,forward_20d_pct,forward_60d_pct
2025-09-01,NVDA,initiate,62.6,62.6,medium,0.0,3.47,3.47,174.15,-4.11,1.44,16.26
2025-09-08,NVDA,hold,62.6,0.0,medium,3.47,3.47,0.0,168.28,5.66,5.88,11.79
2025-09-15,NVDA,hold,62.6,0.0,medium,3.35,3.35,0.0,177.73,-0.61,5.55,6.99
2025-09-22,NVDA,hold,62.6,0.0,medium,3.53,3.53,0.0,183.59,-2.95,-0.25,-2.58
2025-09-29,NVDA,hold,62.6,0.0,medium,3.65,3.65,0.0,181.83,3.17,0.75,-2.67
2025-10-06,NVDA,hold,62.6,0.0,medium,3.61,3.61,0.0,185.52,-1.28,0.39,-1.68
2025-10-13,NVDA,hold,62.6,0.0,medium,3.68,3.68,0.0,188.3,-2.71,7.52,-7.06
2025-10-20,NVDA,hold,62.6,0.0,medium,3.74,3.74,0.0,182.62,1.98,3.02,-0.9
2025-10-27,NVDA,hold,62.6,0.0,medium,3.63,3.63,0.0,191.47,5.74,-0.69,-0.5
2025-11-03,NVDA,hold,62.6,0.0,medium,3.8,3.8,0.0,206.86,-9.05,-13.53,-8.71
2025-11-10,NVDA,hold,62.6,0.0,medium,4.09,4.09,0.0,199.03,-4.46,-11.08,-7.12
2025-11-17,NVDA,hold,62.6,0.0,medium,3.94,3.94,0.0,186.58,-4.14,-2.24,-0.19
2025-11-24,NVDA,hold,73.0,0.0,high,3.7,3.7,0.0,182.53,-3.04,-4.12,2.81
2025-12-01,NVDA,hold,73.0,0.0,high,3.63,3.63,0.0,179.9,1.39,0.6,6.24
2025-12-08,NVDA,hold,73.0,0.0,high,3.58,3.58,0.0,185.54,-5.68,2.68,-0.08
2025-12-15,NVDA,hold,73.0,0.0,high,3.68,3.68,0.0,176.28,2.67,7.12,3.7
2025-12-22,NVDA,hold,73.0,0.0,high,3.51,3.51,0.0,183.68,3.72,0.64,3.34
2025-12-29,NVDA,hold,73.0,0.0,high,3.65,3.65,0.0,188.21,0.33,-1.06,-5.86
2026-01-05,NVDA,hold,73.0,0.0,high,3.73,3.73,0.0,188.11,-1.73,-0.24,
2026-01-12,NVDA,hold,73.0,0.0,high,3.73,3.73,0.0,184.93,0.7,3.35,
2026-01-19,NVDA,hold,73.0,0.0,high,3.67,3.67,0.0,186.22,0.77,-0.44,
2026-01-26,NVDA,hold,75.1,0.0,high,3.7,3.7,0.0,186.46,2.5,-1.96,
2026-02-02,NVDA,hold,75.1,0.0,high,3.7,3.7,0.0,185.6,-0.11,2.27,
2026-02-09,NVDA,hold,75.1,0.0,high,3.68,3.68,0.0,190.03,-3.8,-6.76,
2026-02-16,NVDA,hold,75.1,0.0,high,3.77,3.77,0.0,182.8,3.83,,
2026-02-23,NVDA,hold,75.1,0.0,high,3.63,3.63,0.0,191.54,-7.5,,
